session_id,item_id,item_name,category,price,qty
S-00038,SKU-010,Phone Case,Accessories,19.99,1
S-00038,SKU-011,Screen Protector,Accessories,9.99,1
S-00039,SKU-002,Smartphone,Electronics,599.99,1
S-00040,SKU-001,Laptop,Electronics,899.99,1
S-00040,SKU-006,Mouse,Accessories,29.99,1
S-00040,SKU-007,Keyboard,Accessories,79.99,1
S-00040,SKU-020,Mousepad,Accessories,19.99,1
S-00041,SKU-017,SD Card,Storage,24.99,2
S-00041,SKU-018,External SSD,Storage,119.99,1
S-00042,SKU-015,Earbuds,Electronics,99.99,1
S-00042,SKU-018,External SSD,Storage,119.99,1
S-00043,SKU-005,USB-C Hub,Accessories,39.99,1
S-00043,SKU-016,HDMI Cable,Accessories,14.99,2
S-00043,SKU-019,Desk Lamp,Office,44.99,1
S-00044,SKU-002,Smartphone,Electronics,599.99,1
S-00044,SKU-013,Power Bank,Electronics,49.99,1
S-00044,SKU-014,Smartwatch,Electronics,249.99,1
S-00044,SKU-019,Desk Lamp,Office,44.99,1
S-00045,SKU-003,Headphones,Electronics,149.99,1
S-00046,SKU-001,Laptop,Electronics,899.99,1
S-00046,SKU-008,Monitor,Electronics,349.99,1
S-00046,SKU-016,HDMI Cable,Accessories,14.99,2
S-00047,SKU-014,Smartwatch,Electronics,249.99,1
S-00048,SKU-014,Smartwatch,Electronics,249.99,1
S-00049,SKU-003,Headphones,Electronics,149.99,1
S-00049,SKU-010,Phone Case,Accessories,19.99,1
S-00050,SKU-008,Monitor,Electronics,349.99,1
S-00050,SKU-019,Desk Lamp,Office,44.99,1
S-00051,SKU-001,Laptop,Electronics,899.99,1
S-00051,SKU-004,Laptop Bag,Accessories,49.99,1
S-00051,SKU-005,USB-C Hub,Accessories,39.99,1
S-00051,SKU-011,Screen Protector,Accessories,9.99,1
S-00052,SKU-001,Laptop,Electronics,899.99,1
S-00052,SKU-008,Monitor,Electronics,349.99,1
S-00053,SKU-001,Laptop,Electronics,899.99,1
S-00054,SKU-001,Laptop,Electronics,899.99,1
S-00054,SKU-006,Mouse,Accessories,29.99,1
S-00054,SKU-007,Keyboard,Accessories,79.99,1
S-00054,SKU-011,Screen Protector,Accessories,9.99,2
S-00055,SKU-002,Smartphone,Electronics,599.99,1
S-00055,SKU-008,Monitor,Electronics,349.99,1
S-00055,SKU-010,Phone Case,Accessories,19.99,1
S-00055,SKU-011,Screen Protector,Accessories,9.99,1
S-00056,SKU-001,Laptop,Electronics,899.99,1
S-00056,SKU-004,Laptop Bag,Accessories,49.99,1
S-00056,SKU-005,USB-C Hub,Accessories,39.99,1
S-00056,SKU-008,Monitor,Electronics,349.99,1
S-00056,SKU-010,Phone Case,Accessories,19.99,1
S-00056,SKU-015,Earbuds,Electronics,99.99,1
S-00056,SKU-016,HDMI Cable,Accessories,14.99,1
S-00057,SKU-017,SD Card,Storage,24.99,1
S-00057,SKU-018,External SSD,Storage,119.99,1
S-00057,SKU-019,Desk Lamp,Office,44.99,1
S-00058,SKU-001,Laptop,Electronics,899.99,1
S-00058,SKU-004,Laptop Bag,Accessories,49.99,1
S-00058,SKU-005,USB-C Hub,Accessories,39.99,1
S-00058,SKU-013,Power Bank,Electronics,49.99,1
S-00059,SKU-001,Laptop,Electronics,899.99,1
S-00060,SKU-018,External SSD,Storage,119.99,1
S-00061,SKU-017,SD Card,Storage,24.99,1
S-00061,SKU-018,External SSD,Storage,119.99,1
S-00062,SKU-008,Monitor,Electronics,349.99,1
S-00062,SKU-017,SD Card,Storage,24.99,2
S-00062,SKU-018,External SSD,Storage,119.99,1
S-00063,SKU-006,Mouse,Accessories,29.99,1
S-00063,SKU-007,Keyboard,Accessories,79.99,1
S-00063,SKU-020,Mousepad,Accessories,19.99,1
S-00064,SKU-006,Mouse,Accessories,29.99,1
S-00065,SKU-002,Smartphone,Electronics,599.99,1
S-00065,SKU-013,Power Bank,Electronics,49.99,1
S-00065,SKU-014,Smartwatch,Electronics,249.99,1
S-00066,SKU-001,Laptop,Electronics,899.99,1
S-00067,SKU-001,Laptop,Electronics,899.99,1
S-00067,SKU-006,Mouse,Accessories,29.99,1
S-00067,SKU-007,Keyboard,Accessories,79.99,1
S-00068,SKU-001,Laptop,Electronics,899.99,1
S-00069,SKU-017,SD Card,Storage,24.99,1
S-00069,SKU-018,External SSD,Storage,119.99,1
S-00070,SKU-001,Laptop,Electronics,899.99,1
S-00070,SKU-008,Monitor,Electronics,349.99,1
S-00071,SKU-001,Laptop,Electronics,899.99,1
S-00071,SKU-006,Mouse,Accessories,29.99,1
S-00071,SKU-007,Keyboard,Accessories,79.99,1
S-00071,SKU-008,Monitor,Electronics,349.99,1
S-00071,SKU-011,Screen Protector,Accessories,9.99,1
S-00071,SKU-016,HDMI Cable,Accessories,14.99,1
S-00072,SKU-001,Laptop,Electronics,899.99,1
S-00072,SKU-004,Laptop Bag,Accessories,49.99,1
S-00072,SKU-005,USB-C Hub,Accessories,39.99,1
S-00072,SKU-006,Mouse,Accessories,29.99,1
S-00072,SKU-007,Keyboard,Accessories,79.99,1
S-00073,SKU-002,Smartphone,Electronics,599.99,1
S-00073,SKU-010,Phone Case,Accessories,19.99,1
S-00073,SKU-011,Screen Protector,Accessories,9.99,1
S-00074,SKU-001,Laptop,Electronics,899.99,1
S-00074,SKU-004,Laptop Bag,Accessories,49.99,1
S-00074,SKU-005,USB-C Hub,Accessories,39.99,1
S-00075,SKU-008,Monitor,Electronics,349.99,1
S-00076,SKU-001,Laptop,Electronics,899.99,1
S-00076,SKU-004,Laptop Bag,Accessories,49.99,1
S-00076,SKU-005,USB-C Hub,Accessories,39.99,1
S-00077,SKU-001,Laptop,Electronics,899.99,1
S-00078,SKU-017,SD Card,Storage,24.99,1
S-00078,SKU-018,External SSD,Storage,119.99,1
S-00079,SKU-001,Laptop,Electronics,899.99,1
S-00079,SKU-008,Monitor,Electronics,349.99,1
S-00079,SKU-009,Webcam,Electronics,89.99,1
S-00079,SKU-016,HDMI Cable,Accessories,14.99,1
S-00080,SKU-001,Laptop,Electronics,899.99,1
S-00081,SKU-006,Mouse,Accessories,29.99,1
S-00082,SKU-015,Earbuds,Electronics,99.99,1
S-00082,SKU-019,Desk Lamp,Office,44.99,1
S-00083,SKU-002,Smartphone,Electronics,599.99,1
S-00083,SKU-013,Power Bank,Electronics,49.99,1
S-00083,SKU-014,Smartwatch,Electronics,249.99,1
S-00083,SKU-017,SD Card,Storage,24.99,1
S-00083,SKU-018,External SSD,Storage,119.99,1
S-00084,SKU-001,Laptop,Electronics,899.99,1
S-00084,SKU-004,Laptop Bag,Accessories,49.99,1
S-00084,SKU-005,USB-C Hub,Accessories,39.99,1
S-00084,SKU-008,Monitor,Electronics,349.99,1
S-00084,SKU-016,HDMI Cable,Accessories,14.99,1
S-00085,SKU-017,SD Card,Storage,24.99,1
S-00085,SKU-018,External SSD,Storage,119.99,1
S-00086,SKU-017,SD Card,Storage,24.99,1
S-00086,SKU-018,External SSD,Storage,119.99,1
S-00087,SKU-014,Smartwatch,Electronics,249.99,1
S-00087,SKU-017,SD Card,Storage,24.99,1
S-00088,SKU-018,External SSD,Storage,119.99,1
S-00089,SKU-014,Smartwatch,Electronics,249.99,1
S-00090,SKU-006,Mouse,Accessories,29.99,1
S-00090,SKU-007,Keyboard,Accessories,79.99,1
S-00090,SKU-020,Mousepad,Accessories,19.99,1
S-00091,SKU-006,Mouse,Accessories,29.99,1
S-00092,SKU-008,Monitor,Electronics,349.99,1
S-00093,SKU-014,Smartwatch,Electronics,249.99,1
S-00094,SKU-001,Laptop,Electronics,899.99,1
S-00094,SKU-004,Laptop Bag,Accessories,49.99,1
S-00094,SKU-005,USB-C Hub,Accessories,39.99,1
S-00094,SKU-006,Mouse,Accessories,29.99,1
S-00094,SKU-007,Keyboard,Accessories,79.99,1
S-00094,SKU-020,Mousepad,Accessories,19.99,1
S-00095,SKU-014,Smartwatch,Electronics,249.99,1
S-00095,SKU-017,SD Card,Storage,24.99,2
S-00095,SKU-018,External SSD,Storage,119.99,1
S-00096,SKU-003,Headphones,Electronics,149.99,1
S-00097,SKU-002,Smartphone,Electronics,599.99,1
S-00098,SKU-001,Laptop,Electronics,899.99,1
S-00098,SKU-004,Laptop Bag,Accessories,49.99,1
S-00098,SKU-005,USB-C Hub,Accessories,39.99,1
S-00098,SKU-006,Mouse,Accessories,29.99,1
S-00098,SKU-007,Keyboard,Accessories,79.99,1
S-00098,SKU-008,Monitor,Electronics,349.99,1
S-00098,SKU-016,HDMI Cable,Accessories,14.99,1
S-00098,SKU-020,Mousepad,Accessories,19.99,1
S-00099,SKU-014,Smartwatch,Electronics,249.99,1
S-00100,SKU-006,Mouse,Accessories,29.99,1
S-00100,SKU-010,Phone Case,Accessories,19.99,1
S-00101,SKU-001,Laptop,Electronics,899.99,1
S-00101,SKU-006,Mouse,Accessories,29.99,1
S-00101,SKU-007,Keyboard,Accessories,79.99,1
S-00101,SKU-008,Monitor,Electronics,349.99,1
S-00101,SKU-016,HDMI Cable,Accessories,14.99,1
S-00101,SKU-020,Mousepad,Accessories,19.99,1
S-00102,SKU-007,Keyboard,Accessories,79.99,1
S-00102,SKU-018,External SSD,Storage,119.99,1
S-00103,SKU-008,Monitor,Electronics,349.99,1
S-00104,SKU-001,Laptop,Electronics,899.99,1
S-00104,SKU-004,Laptop Bag,Accessories,49.99,1
S-00104,SKU-005,USB-C Hub,Accessories,39.99,1
S-00105,SKU-001,Laptop,Electronics,899.99,1
S-00105,SKU-004,Laptop Bag,Accessories,49.99,1
S-00105,SKU-005,USB-C Hub,Accessories,39.99,1
S-00106,SKU-005,USB-C Hub,Accessories,39.99,1
S-00106,SKU-006,Mouse,Accessories,29.99,1
S-00107,SKU-014,Smartwatch,Electronics,249.99,1
S-00108,SKU-002,Smartphone,Electronics,599.99,1
S-00108,SKU-010,Phone Case,Accessories,19.99,1
S-00108,SKU-011,Screen Protector,Accessories,9.99,1
S-00108,SKU-013,Power Bank,Electronics,49.99,1
S-00108,SKU-014,Smartwatch,Electronics,249.99,1
S-00109,SKU-013,Power Bank,Electronics,49.99,1
S-00109,SKU-014,Smartwatch,Electronics,249.99,1
S-00110,SKU-001,Laptop,Electronics,899.99,1
S-00110,SKU-004,Laptop Bag,Accessories,49.99,1
S-00110,SKU-005,USB-C Hub,Accessories,39.99,1
S-00110,SKU-006,Mouse,Accessories,29.99,1
S-00110,SKU-007,Keyboard,Accessories,79.99,1
S-00111,SKU-003,Headphones,Electronics,149.99,1
S-00112,SKU-003,Headphones,Electronics,149.99,1
S-00113,SKU-001,Laptop,Electronics,899.99,1
S-00114,SKU-019,Desk Lamp,Office,44.99,1
S-00115,SKU-001,Laptop,Electronics,899.99,1
S-00115,SKU-004,Laptop Bag,Accessories,49.99,1
S-00115,SKU-005,USB-C Hub,Accessories,39.99,1
S-00115,SKU-008,Monitor,Electronics,349.99,1
S-00115,SKU-016,HDMI Cable,Accessories,14.99,1
S-00116,SKU-002,Smartphone,Electronics,599.99,1
S-00117,SKU-009,Webcam,Electronics,89.99,1
S-00117,SKU-019,Desk Lamp,Office,44.99,1
S-00118,SKU-002,Smartphone,Electronics,599.99,1
S-00118,SKU-012,Wireless Charger,Accessories,34.99,1
S-00118,SKU-015,Earbuds,Electronics,99.99,1
S-00119,SKU-019,Desk Lamp,Office,44.99,1
S-00120,SKU-002,Smartphone,Electronics,599.99,1
S-00120,SKU-012,Wireless Charger,Accessories,34.99,1
S-00120,SKU-015,Earbuds,Electronics,99.99,1
S-00121,SKU-003,Headphones,Electronics,149.99,1
S-00121,SKU-005,USB-C Hub,Accessories,39.99,1
S-00122,SKU-002,Smartphone,Electronics,599.99,1
S-00122,SKU-010,Phone Case,Accessories,19.99,1
S-00122,SKU-011,Screen Protector,Accessories,9.99,2
S-00122,SKU-013,Power Bank,Electronics,49.99,1
S-00122,SKU-014,Smartwatch,Electronics,249.99,1
S-00123,SKU-001,Laptop,Electronics,899.99,1
S-00123,SKU-004,Laptop Bag,Accessories,49.99,1
S-00123,SKU-005,USB-C Hub,Accessories,39.99,1
S-00123,SKU-006,Mouse,Accessories,29.99,1
S-00123,SKU-007,Keyboard,Accessories,79.99,1
S-00124,SKU-002,Smartphone,Electronics,599.99,1
S-00124,SKU-012,Wireless Charger,Accessories,34.99,1
S-00124,SKU-015,Earbuds,Electronics,99.99,1
S-00125,SKU-001,Laptop,Electronics,899.99,1
S-00125,SKU-006,Mouse,Accessories,29.99,1
S-00125,SKU-007,Keyboard,Accessories,79.99,1
S-00125,SKU-020,Mousepad,Accessories,19.99,1
S-00126,SKU-001,Laptop,Electronics,899.99,1
S-00126,SKU-004,Laptop Bag,Accessories,49.99,1
S-00127,SKU-002,Smartphone,Electronics,599.99,1
S-00127,SKU-016,HDMI Cable,Accessories,14.99,2
S-00128,SKU-019,Desk Lamp,Office,44.99,1
S-00129,SKU-002,Smartphone,Electronics,599.99,1
S-00129,SKU-010,Phone Case,Accessories,19.99,1
S-00129,SKU-011,Screen Protector,Accessories,9.99,1
S-00129,SKU-012,Wireless Charger,Accessories,34.99,1
S-00129,SKU-013,Power Bank,Electronics,49.99,1
S-00129,SKU-014,Smartwatch,Electronics,249.99,1
S-00129,SKU-015,Earbuds,Electronics,99.99,1
S-00130,SKU-010,Phone Case,Accessories,19.99,1
S-00130,SKU-014,Smartwatch,Electronics,249.99,1
S-00131,SKU-002,Smartphone,Electronics,599.99,1
S-00131,SKU-010,Phone Case,Accessories,19.99,1
S-00131,SKU-011,Screen Protector,Accessories,9.99,1
S-00131,SKU-016,HDMI Cable,Accessories,14.99,2
S-00132,SKU-001,Laptop,Electronics,899.99,1
S-00132,SKU-004,Laptop Bag,Accessories,49.99,1
S-00132,SKU-005,USB-C Hub,Accessories,39.99,1
S-00132,SKU-006,Mouse,Accessories,29.99,1
S-00132,SKU-007,Keyboard,Accessories,79.99,1
S-00133,SKU-014,Smartwatch,Electronics,249.99,1
S-00133,SKU-016,HDMI Cable,Accessories,14.99,1
S-00134,SKU-019,Desk Lamp,Office,44.99,1
S-00135,SKU-006,Mouse,Accessories,29.99,1
S-00136,SKU-009,Webcam,Electronics,89.99,1
S-00136,SKU-019,Desk Lamp,Office,44.99,1
S-00137,SKU-002,Smartphone,Electronics,599.99,1
S-00137,SKU-010,Phone Case,Accessories,19.99,1
S-00137,SKU-011,Screen Protector,Accessories,9.99,1
S-00137,SKU-012,Wireless Charger,Accessories,34.99,1
S-00137,SKU-015,Earbuds,Electronics,99.99,1
S-00138,SKU-008,Monitor,Electronics,349.99,1
S-00138,SKU-010,Phone Case,Accessories,19.99,1
S-00139,SKU-014,Smartwatch,Electronics,249.99,1
S-00140,SKU-006,Mouse,Accessories,29.99,1
S-00140,SKU-015,Earbuds,Electronics,99.99,1
S-00141,SKU-001,Laptop,Electronics,899.99,1
S-00141,SKU-004,Laptop Bag,Accessories,49.99,1
S-00141,SKU-005,USB-C Hub,Accessories,39.99,1
S-00142,SKU-003,Headphones,Electronics,149.99,1
S-00143,SKU-006,Mouse,Accessories,29.99,1
S-00143,SKU-007,Keyboard,Accessories,79.99,1
S-00143,SKU-020,Mousepad,Accessories,19.99,1
S-00144,SKU-002,Smartphone,Electronics,599.99,1
S-00145,SKU-001,Laptop,Electronics,899.99,1
S-00145,SKU-016,HDMI Cable,Accessories,14.99,1
S-00146,SKU-002,Smartphone,Electronics,599.99,1
S-00146,SKU-010,Phone Case,Accessories,19.99,1
S-00146,SKU-011,Screen Protector,Accessories,9.99,2
S-00146,SKU-019,Desk Lamp,Office,44.99,1
S-00147,SKU-006,Mouse,Accessories,29.99,1
S-00147,SKU-008,Monitor,Electronics,349.99,1
S-00147,SKU-009,Webcam,Electronics,89.99,1
S-00148,SKU-002,Smartphone,Electronics,599.99,1
S-00148,SKU-012,Wireless Charger,Accessories,34.99,1
S-00148,SKU-015,Earbuds,Electronics,99.99,1
S-00149,SKU-006,Mouse,Accessories,29.99,1
S-00150,SKU-006,Mouse,Accessories,29.99,1
S-00151,SKU-001,Laptop,Electronics,899.99,1
S-00152,SKU-002,Smartphone,Electronics,599.99,1
S-00153,SKU-002,Smartphone,Electronics,599.99,1
S-00153,SKU-012,Wireless Charger,Accessories,34.99,1
S-00153,SKU-015,Earbuds,Electronics,99.99,1
S-00154,SKU-018,External SSD,Storage,119.99,1
S-00155,SKU-002,Smartphone,Electronics,599.99,1
S-00155,SKU-010,Phone Case,Accessories,19.99,1
S-00155,SKU-011,Screen Protector,Accessories,9.99,1
S-00156,SKU-008,Monitor,Electronics,349.99,1
S-00156,SKU-017,SD Card,Storage,24.99,1
S-00157,SKU-002,Smartphone,Electronics,599.99,1
S-00158,SKU-006,Mouse,Accessories,29.99,1
S-00159,SKU-017,SD Card,Storage,24.99,1
S-00159,SKU-018,External SSD,Storage,119.99,1
S-00160,SKU-008,Monitor,Electronics,349.99,1
S-00161,SKU-002,Smartphone,Electronics,599.99,1
S-00162,SKU-014,Smartwatch,Electronics,249.99,1
S-00163,SKU-002,Smartphone,Electronics,599.99,1
S-00163,SKU-010,Phone Case,Accessories,19.99,1
S-00163,SKU-011,Screen Protector,Accessories,9.99,1
S-00164,SKU-001,Laptop,Electronics,899.99,1
S-00164,SKU-006,Mouse,Accessories,29.99,1
S-00164,SKU-007,Keyboard,Accessories,79.99,1
S-00164,SKU-019,Desk Lamp,Office,44.99,1
S-00164,SKU-020,Mousepad,Accessories,19.99,1
S-00165,SKU-003,Headphones,Electronics,149.99,1
S-00166,SKU-001,Laptop,Electronics,899.99,1
S-00166,SKU-004,Laptop Bag,Accessories,49.99,1
S-00166,SKU-005,USB-C Hub,Accessories,39.99,1
S-00167,SKU-008,Monitor,Electronics,349.99,1
S-00168,SKU-006,Mouse,Accessories,29.99,1
S-00168,SKU-007,Keyboard,Accessories,79.99,1
S-00168,SKU-009,Webcam,Electronics,89.99,1
S-00168,SKU-020,Mousepad,Accessories,19.99,1
S-00169,SKU-001,Laptop,Electronics,899.99,1
S-00169,SKU-004,Laptop Bag,Accessories,49.99,1
S-00169,SKU-005,USB-C Hub,Accessories,39.99,1
S-00170,SKU-014,Smartwatch,Electronics,249.99,1
S-00171,SKU-006,Mouse,Accessories,29.99,1
S-00172,SKU-001,Laptop,Electronics,899.99,1
S-00173,SKU-019,Desk Lamp,Office,44.99,1
S-00174,SKU-008,Monitor,Electronics,349.99,1
S-00174,SKU-010,Phone Case,Accessories,19.99,1
S-00175,SKU-008,Monitor,Electronics,349.99,1
S-00176,SKU-002,Smartphone,Electronics,599.99,1
S-00177,SKU-001,Laptop,Electronics,899.99,1
S-00177,SKU-005,USB-C Hub,Accessories,39.99,1
S-00177,SKU-008,Monitor,Electronics,349.99,1
S-00177,SKU-016,HDMI Cable,Accessories,14.99,1
S-00178,SKU-006,Mouse,Accessories,29.99,1
S-00178,SKU-019,Desk Lamp,Office,44.99,1
S-00179,SKU-002,Smartphone,Electronics,599.99,1
S-00179,SKU-010,Phone Case,Accessories,19.99,1
S-00180,SKU-019,Desk Lamp,Office,44.99,1
S-00181,SKU-001,Laptop,Electronics,899.99,1
S-00181,SKU-006,Mouse,Accessories,29.99,1
S-00181,SKU-007,Keyboard,Accessories,79.99,1
S-00182,SKU-003,Headphones,Electronics,149.99,1
S-00182,SKU-018,External SSD,Storage,119.99,1
S-00183,SKU-006,Mouse,Accessories,29.99,1
S-00184,SKU-002,Smartphone,Electronics,599.99,1
S-00185,SKU-003,Headphones,Electronics,149.99,1
S-00186,SKU-008,Monitor,Electronics,349.99,1
S-00187,SKU-001,Laptop,Electronics,899.99,1
S-00187,SKU-004,Laptop Bag,Accessories,49.99,1
S-00187,SKU-005,USB-C Hub,Accessories,39.99,1
S-00187,SKU-006,Mouse,Accessories,29.99,1
S-00187,SKU-007,Keyboard,Accessories,79.99,1
S-00187,SKU-020,Mousepad,Accessories,19.99,1
S-00188,SKU-002,Smartphone,Electronics,599.99,1
S-00189,SKU-019,Desk Lamp,Office,44.99,1
S-00190,SKU-009,Webcam,Electronics,89.99,1
S-00190,SKU-014,Smartwatch,Electronics,249.99,1
S-00191,SKU-002,Smartphone,Electronics,599.99,1
S-00192,SKU-001,Laptop,Electronics,899.99,1
S-00192,SKU-004,Laptop Bag,Accessories,49.99,1
S-00192,SKU-005,USB-C Hub,Accessories,39.99,1
S-00192,SKU-006,Mouse,Accessories,29.99,1
S-00192,SKU-007,Keyboard,Accessories,79.99,1
S-00193,SKU-006,Mouse,Accessories,29.99,1
S-00194,SKU-002,Smartphone,Electronics,599.99,1
S-00194,SKU-008,Monitor,Electronics,349.99,1
S-00194,SKU-010,Phone Case,Accessories,19.99,1
S-00194,SKU-011,Screen Protector,Accessories,9.99,1
S-00194,SKU-013,Power Bank,Electronics,49.99,1
S-00194,SKU-014,Smartwatch,Electronics,249.99,1
S-00195,SKU-002,Smartphone,Electronics,599.99,1
S-00195,SKU-008,Monitor,Electronics,349.99,1
S-00195,SKU-009,Webcam,Electronics,89.99,1
S-00195,SKU-012,Wireless Charger,Accessories,34.99,1
S-00195,SKU-015,Earbuds,Electronics,99.99,1
S-00196,SKU-001,Laptop,Electronics,899.99,1
S-00196,SKU-008,Monitor,Electronics,349.99,1
S-00196,SKU-016,HDMI Cable,Accessories,14.99,1
S-00197,SKU-001,Laptop,Electronics,899.99,1
S-00198,SKU-001,Laptop,Electronics,899.99,1
S-00198,SKU-004,Laptop Bag,Accessories,49.99,1
S-00198,SKU-005,USB-C Hub,Accessories,39.99,1
S-00198,SKU-006,Mouse,Accessories,29.99,1
S-00198,SKU-007,Keyboard,Accessories,79.99,1
S-00198,SKU-020,Mousepad,Accessories,19.99,1
S-00199,SKU-001,Laptop,Electronics,899.99,1
S-00199,SKU-006,Mouse,Accessories,29.99,1
S-00199,SKU-007,Keyboard,Accessories,79.99,1
S-00200,SKU-001,Laptop,Electronics,899.99,1
S-00200,SKU-004,Laptop Bag,Accessories,49.99,1
S-00200,SKU-005,USB-C Hub,Accessories,39.99,1
S-00201,SKU-008,Monitor,Electronics,349.99,1
S-00202,SKU-003,Headphones,Electronics,149.99,1
S-00202,SKU-006,Mouse,Accessories,29.99,1
S-00202,SKU-007,Keyboard,Accessories,79.99,1
S-00202,SKU-020,Mousepad,Accessories,19.99,1
S-00203,SKU-001,Laptop,Electronics,899.99,1
S-00203,SKU-004,Laptop Bag,Accessories,49.99,1
S-00203,SKU-005,USB-C Hub,Accessories,39.99,1
S-00204,SKU-004,Laptop Bag,Accessories,49.99,1
S-00204,SKU-006,Mouse,Accessories,29.99,1
